geography,metric,week_num,race_var,mean,se,moe_95,moe_95_lb,moe_95_ub,geo_type,sigdiff
AK,expect_inc_loss,wk5_6,asian,0.499355004,0.082285256,0.161279102,0.338075902,0.660634106,state,1
AK,expect_inc_loss,wk5_6,black,0.398680991,0.129806908,0.254421539,0.144259452,0.653102531,state,0
AK,expect_inc_loss,wk5_6,hispanic,0.316859628,0.063289866,0.124048137,0.19281149,0.440907765,state,0
AK,expect_inc_loss,wk5_6,other,0.290174218,0.042822319,0.083931745,0.206242473,0.374105963,state,0
AK,expect_inc_loss,wk5_6,white,0.279039099,0.020941082,0.04104452,0.237994579,0.320083619,state,0
AL,expect_inc_loss,wk5_6,asian,0.381543499,0.126903113,0.248730101,0.132813398,0.6302736,state,0
AL,expect_inc_loss,wk5_6,black,0.347696034,0.030157187,0.059108087,0.288587947,0.406804121,state,1
AL,expect_inc_loss,wk5_6,hispanic,0.254291917,0.065503701,0.128387254,0.125904663,0.382679171,state,0
AL,expect_inc_loss,wk5_6,other,0.155905358,0.05697254,0.111666179,0.04423918,0.267571537,state,0
AL,expect_inc_loss,wk5_6,white,0.229852874,0.013625099,0.026705194,0.20314768,0.256558068,state,0
AR,expect_inc_loss,wk5_6,asian,0.250855572,0.104957724,0.205717138,0.045138434,0.456572711,state,0
AR,expect_inc_loss,wk5_6,black,0.257600722,0.042411465,0.083126471,0.174474251,0.340727194,state,0
AR,expect_inc_loss,wk5_6,hispanic,0.503084511,0.07557175,0.148120631,0.354963881,0.651205142,state,1
AR,expect_inc_loss,wk5_6,other,0.173472104,0.040257166,0.078904046,0.094568059,0.25237615,state,0
AR,expect_inc_loss,wk5_6,white,0.230408012,0.018492098,0.036244511,0.1941635,0.266652523,state,0
AZ,expect_inc_loss,wk5_6,asian,0.33035667,0.05919399,0.116020219,0.214336451,0.44637689,state,0
AZ,expect_inc_loss,wk5_6,black,0.374871702,0.058550844,0.114759655,0.260112047,0.489631357,state,0
AZ,expect_inc_loss,wk5_6,hispanic,0.356687775,0.026678884,0.052290614,0.304397161,0.408978388,state,1
AZ,expect_inc_loss,wk5_6,other,0.436341787,0.093674651,0.183602316,0.252739471,0.619944103,state,0
AZ,expect_inc_loss,wk5_6,white,0.235066523,0.01145154,0.022445019,0.212621504,0.257511542,state,1
CA,expect_inc_loss,wk5_6,asian,0.371215671,0.024786598,0.048581732,0.322633939,0.419797403,state,0
CA,expect_inc_loss,wk5_6,black,0.406371113,0.053919819,0.105682844,0.300688269,0.512053957,state,0
CA,expect_inc_loss,wk5_6,hispanic,0.523004694,0.019389293,0.038003014,0.48500168,0.561007709,state,1
CA,expect_inc_loss,wk5_6,other,0.412826847,0.045166002,0.088525364,0.324301484,0.501352211,state,0
CA,expect_inc_loss,wk5_6,white,0.301163798,0.014619117,0.028653468,0.27251033,0.329817267,state,1
CO,expect_inc_loss,wk5_6,asian,0.541634208,0.066535973,0.130410508,0.4112237,0.672044716,state,1
CO,expect_inc_loss,wk5_6,black,0.321610453,0.085088438,0.166773339,0.154837113,0.488383792,state,0
CO,expect_inc_loss,wk5_6,hispanic,0.329784076,0.040221581,0.078834298,0.250949778,0.408618374,state,0
CO,expect_inc_loss,wk5_6,other,0.338809012,0.064759366,0.126928358,0.211880654,0.465737369,state,0
CO,expect_inc_loss,wk5_6,white,0.267441012,0.017767709,0.03482471,0.232616302,0.302265723,state,0
CT,expect_inc_loss,wk5_6,asian,0.257146547,0.063119144,0.123713521,0.133433026,0.380860068,state,0
CT,expect_inc_loss,wk5_6,black,0.481864275,0.063930847,0.125304459,0.356559816,0.607168735,state,1
CT,expect_inc_loss,wk5_6,hispanic,0.401303213,0.056272695,0.110294483,0.291008731,0.511597696,state,0
CT,expect_inc_loss,wk5_6,other,0.286563328,0.068680169,0.134613132,0.151950196,0.42117646,state,0
CT,expect_inc_loss,wk5_6,white,0.284042662,0.019011869,0.037263263,0.246779399,0.321305924,state,0
DC,expect_inc_loss,wk5_6,asian,0.249621176,0.093879152,0.184003137,0.065618039,0.433624313,state,0
DC,expect_inc_loss,wk5_6,black,0.342167596,0.036619706,0.071774624,0.270392972,0.41394222,state,0
DC,expect_inc_loss,wk5_6,hispanic,0.456428584,0.06658192,0.130500563,0.325928021,0.586929147,state,1
DC,expect_inc_loss,wk5_6,other,0.225054499,0.082819368,0.162325961,0.062728538,0.38738046,state,0
DC,expect_inc_loss,wk5_6,white,0.218209646,0.041079248,0.080515325,0.137694321,0.298724972,state,0
DE,expect_inc_loss,wk5_6,asian,0.261707759,0.07444704,0.145916198,0.115791561,0.407623957,state,0
DE,expect_inc_loss,wk5_6,black,0.419384269,0.045090957,0.088378276,0.331005993,0.507762545,state,1
DE,expect_inc_loss,wk5_6,hispanic,0.380457829,0.070332151,0.137851017,0.242606812,0.518308845,state,0
DE,expect_inc_loss,wk5_6,other,0.215574527,0.091893406,0.180111076,0.035463451,0.395685602,state,0
DE,expect_inc_loss,wk5_6,white,0.253808322,0.017809599,0.034906814,0.218901507,0.288715136,state,0
FL,expect_inc_loss,wk5_6,asian,0.383505205,0.081916494,0.160556329,0.222948876,0.544061534,state,0
FL,expect_inc_loss,wk5_6,black,0.370958965,0.028184673,0.055241958,0.315717006,0.426200923,state,0
FL,expect_inc_loss,wk5_6,hispanic,0.495113499,0.026711725,0.052354982,0.442758517,0.54746848,state,1
FL,expect_inc_loss,wk5_6,other,0.453657927,0.084240085,0.165110567,0.288547359,0.618768494,state,0
FL,expect_inc_loss,wk5_6,white,0.283610749,0.013543658,0.026545569,0.25706518,0.310156318,state,1
GA,expect_inc_loss,wk5_6,asian,0.368178148,0.0667759,0.130880764,0.237297385,0.499058912,state,0
GA,expect_inc_loss,wk5_6,black,0.427865017,0.031672562,0.062078222,0.365786794,0.489943239,state,1
GA,expect_inc_loss,wk5_6,hispanic,0.503981774,0.060530371,0.118639526,0.385342248,0.622621301,state,1
GA,expect_inc_loss,wk5_6,other,0.426604428,0.080590499,0.157957379,0.268647049,0.584561807,state,0
GA,expect_inc_loss,wk5_6,white,0.284586543,0.019856234,0.038918218,0.245668325,0.323504761,state,1
HI,expect_inc_loss,wk5_6,asian,0.365051073,0.027567279,0.054031867,0.311019206,0.41908294,state,0
HI,expect_inc_loss,wk5_6,black,0.089673894,0.058692352,0.11503701,-0.025363116,0.204710904,state,1
HI,expect_inc_loss,wk5_6,hispanic,0.624296701,0.063283219,0.124035109,0.500261593,0.74833181,state,1
HI,expect_inc_loss,wk5_6,other,0.460837804,0.031865776,0.062456921,0.398380883,0.523294726,state,0
HI,expect_inc_loss,wk5_6,white,0.33297881,0.034060516,0.06675861,0.266220199,0.39973742,state,1
IA,expect_inc_loss,wk5_6,asian,0.172727673,0.080578129,0.157933133,0.01479454,0.330660806,state,0
IA,expect_inc_loss,wk5_6,black,0.321188591,0.092070517,0.180458213,0.140730378,0.501646804,state,0
IA,expect_inc_loss,wk5_6,hispanic,0.345796176,0.073447828,0.143957744,0.201838432,0.48975392,state,0
IA,expect_inc_loss,wk5_6,other,0.564653852,0.119872637,0.234950368,0.329703484,0.799604219,state,1
IA,expect_inc_loss,wk5_6,white,0.232978336,0.012524832,0.02454867,0.208429666,0.257527006,state,0
ID,expect_inc_loss,wk5_6,asian,0.357585242,0.151505518,0.296950815,0.060634426,0.654536057,state,0
ID,expect_inc_loss,wk5_6,black,0.108254261,0.11933496,0.233896521,-0.12564226,0.342150783,state,0
ID,expect_inc_loss,wk5_6,hispanic,0.293423468,0.044954071,0.088109979,0.205313489,0.381533446,state,0
ID,expect_inc_loss,wk5_6,other,0.326240414,0.107576652,0.210850238,0.115390176,0.537090651,state,0
ID,expect_inc_loss,wk5_6,white,0.216172108,0.017180689,0.03367415,0.182497959,0.249846258,state,0
IL,expect_inc_loss,wk5_6,asian,0.428153236,0.049474803,0.096970614,0.331182623,0.52512385,state,0
IL,expect_inc_loss,wk5_6,black,0.298260571,0.045562408,0.08930232,0.208958251,0.387562891,state,0
IL,expect_inc_loss,wk5_6,hispanic,0.529308218,0.038490274,0.075440937,0.453867281,0.604749155,state,1
IL,expect_inc_loss,wk5_6,other,0.559658965,0.090085052,0.176566702,0.383092262,0.736225667,state,1
IL,expect_inc_loss,wk5_6,white,0.305154397,0.020544322,0.040266871,0.264887526,0.345421268,state,0
IN,expect_inc_loss,wk5_6,asian,0.520721086,0.115709331,0.22679029,0.293930797,0.747511376,state,1
IN,expect_inc_loss,wk5_6,black,0.496094184,0.058222945,0.114116973,0.381977212,0.610211157,state,1
IN,expect_inc_loss,wk5_6,hispanic,0.469062293,0.063272694,0.124014479,0.345047814,0.593076773,state,1
IN,expect_inc_loss,wk5_6,other,0.293507504,0.07652419,0.149987413,0.143520092,0.443494917,state,0
IN,expect_inc_loss,wk5_6,white,0.236157368,0.016067934,0.03149315,0.204664218,0.267650518,state,1
KS,expect_inc_loss,wk5_6,asian,0.431685683,0.107525063,0.210749123,0.22093656,0.642434806,state,0
KS,expect_inc_loss,wk5_6,black,0.229887987,0.068926731,0.135096392,0.094791595,0.36498438,state,0
KS,expect_inc_loss,wk5_6,hispanic,0.314797989,0.052923762,0.103730573,0.211067417,0.418528562,state,0
KS,expect_inc_loss,wk5_6,other,0.452585007,0.078738438,0.154327338,0.29825767,0.606912345,state,1
KS,expect_inc_loss,wk5_6,white,0.232662512,0.017213695,0.033738842,0.19892367,0.266401354,state,0
KY,expect_inc_loss,wk5_6,asian,0.33389678,0.146780594,0.287689965,0.046206815,0.621586744,state,0
KY,expect_inc_loss,wk5_6,black,0.450994875,0.062695587,0.122883351,0.328111524,0.573878226,state,1
KY,expect_inc_loss,wk5_6,hispanic,0.593116669,0.08359084,0.163838045,0.429278624,0.756954715,state,1
KY,expect_inc_loss,wk5_6,other,0.528158035,0.09578015,0.187729093,0.340428942,0.715887128,state,1
KY,expect_inc_loss,wk5_6,white,0.267997752,0.015235683,0.029861939,0.238135813,0.29785969,state,0
LA,expect_inc_loss,wk5_6,asian,0.37238459,0.138576534,0.271610007,0.100774583,0.643994597,state,0
LA,expect_inc_loss,wk5_6,black,0.39938549,0.039702072,0.077816061,0.321569429,0.47720155,state,0
LA,expect_inc_loss,wk5_6,hispanic,0.409958823,0.055473887,0.108728818,0.301230006,0.518687641,state,0
LA,expect_inc_loss,wk5_6,other,0.441723574,0.06987602,0.136957,0.304766574,0.578680573,state,0
LA,expect_inc_loss,wk5_6,white,0.304830188,0.019120247,0.037475684,0.267354504,0.342305872,state,0
MA,expect_inc_loss,wk5_6,asian,0.319201815,0.050174469,0.09834196,0.220859855,0.417543774,state,0
MA,expect_inc_loss,wk5_6,black,0.396135361,0.056705155,0.111142103,0.284993258,0.507277465,state,0
MA,expect_inc_loss,wk5_6,hispanic,0.57948287,0.051964426,0.101850274,0.477632595,0.681333144,state,1
MA,expect_inc_loss,wk5_6,other,0.375673194,0.059745837,0.11710184,0.258571354,0.492775034,state,0
MA,expect_inc_loss,wk5_6,white,0.299809915,0.024489532,0.047999482,0.251810432,0.347809397,state,0
MD,expect_inc_loss,wk5_6,asian,0.29559572,0.056534113,0.110806861,0.184788859,0.406402582,state,0
MD,expect_inc_loss,wk5_6,black,0.324625099,0.027093447,0.053103156,0.271521943,0.377728254,state,0
MD,expect_inc_loss,wk5_6,hispanic,0.51662218,0.0600896,0.117775616,0.398846564,0.634397796,state,1
MD,expect_inc_loss,wk5_6,other,0.409871679,0.078943739,0.154729728,0.255141951,0.564601407,state,0
MD,expect_inc_loss,wk5_6,white,0.23661984,0.020274529,0.039738076,0.196881763,0.276357916,state,1
ME,expect_inc_loss,wk5_6,asian,0.286322945,0.148243692,0.290557635,-0.00423469,0.576880581,state,0
ME,expect_inc_loss,wk5_6,black,0.516147382,0.136632418,0.267799538,0.248347844,0.78394692,state,0
ME,expect_inc_loss,wk5_6,hispanic,0.453435845,0.164043791,0.321525831,0.131910015,0.774961676,state,0
ME,expect_inc_loss,wk5_6,other,0.302051284,0.069506217,0.136232185,0.165819099,0.438283469,state,0
ME,expect_inc_loss,wk5_6,white,0.25726428,0.019148647,0.037531348,0.219732931,0.294795628,state,0
MI,expect_inc_loss,wk5_6,asian,0.606129857,0.058985055,0.115610708,0.49051915,0.721740565,state,1
MI,expect_inc_loss,wk5_6,black,0.549460098,0.039705945,0.077823652,0.471636446,0.627283749,state,1
MI,expect_inc_loss,wk5_6,hispanic,0.53471,0.055224367,0.108239758,0.426470242,0.642949759,state,1
MI,expect_inc_loss,wk5_6,other,0.457036235,0.061598459,0.12073298,0.336303255,0.577769215,state,0
MI,expect_inc_loss,wk5_6,white,0.317038022,0.01542193,0.030226983,0.28681104,0.347265005,state,1
MN,expect_inc_loss,wk5_6,asian,0.432813134,0.073445364,0.143952913,0.288860221,0.576766046,state,0
MN,expect_inc_loss,wk5_6,black,0.399791,0.074064555,0.145166529,0.254624472,0.544957529,state,0
MN,expect_inc_loss,wk5_6,hispanic,0.337161225,0.088969986,0.174381172,0.162780053,0.511542398,state,0
MN,expect_inc_loss,wk5_6,other,0.246204696,0.062970518,0.123422215,0.12278248,0.369626911,state,0
MN,expect_inc_loss,wk5_6,white,0.287266122,0.0140784,0.027593663,0.259672459,0.314859785,state,0
MO,expect_inc_loss,wk5_6,asian,0.364568167,0.108467555,0.212596408,0.15197176,0.577164575,state,0
MO,expect_inc_loss,wk5_6,black,0.31183401,0.042428414,0.083159691,0.228674319,0.394993701,state,0
MO,expect_inc_loss,wk5_6,hispanic,0.335552883,0.079869476,0.156544172,0.17900871,0.492097055,state,0
MO,expect_inc_loss,wk5_6,other,0.408501241,0.090211694,0.176814921,0.23168632,0.585316162,state,0
MO,expect_inc_loss,wk5_6,white,0.258803924,0.017550398,0.034398779,0.224405145,0.293202703,state,0
MS,expect_inc_loss,wk5_6,asian,0.430894099,0.125060346,0.245118277,0.185775821,0.676012376,state,0
MS,expect_inc_loss,wk5_6,black,0.38596506,0.028683963,0.056220567,0.329744493,0.442185627,state,0
MS,expect_inc_loss,wk5_6,hispanic,0.233078542,0.081825613,0.160378201,0.072700341,0.393456744,state,0
MS,expect_inc_loss,wk5_6,other,0.472040982,0.096314666,0.188776746,0.283264236,0.660817729,state,0
MS,expect_inc_loss,wk5_6,white,0.32501329,0.026956282,0.052834312,0.272178978,0.377847602,state,0
MT,expect_inc_loss,wk5_6,asian,0.738754181,0.165695707,0.324763586,0.413990595,1.063517767,state,1
MT,expect_inc_loss,wk5_6,black,0.58461473,0.154199129,0.302230293,0.282384437,0.886845023,state,1
MT,expect_inc_loss,wk5_6,hispanic,0.23229529,0.061794717,0.121117645,0.111177645,0.353412936,state,0
MT,expect_inc_loss,wk5_6,other,0.342510852,0.089721266,0.175853681,0.166657171,0.518364533,state,0
MT,expect_inc_loss,wk5_6,white,0.212399685,0.014991234,0.029382819,0.183016866,0.241782504,state,0
NC,expect_inc_loss,wk5_6,asian,0.129790794,0.050425438,0.098833858,0.030956936,0.228624652,state,1
NC,expect_inc_loss,wk5_6,black,0.344524431,0.03488216,0.068369033,0.276155398,0.412893464,state,0
NC,expect_inc_loss,wk5_6,hispanic,0.299221709,0.041152015,0.08065795,0.218563759,0.37987966,state,0
NC,expect_inc_loss,wk5_6,other,0.317215687,0.084282788,0.165194264,0.152021423,0.482409951,state,0
NC,expect_inc_loss,wk5_6,white,0.269910084,0.018378373,0.03602161,0.233888474,0.305931694,state,0
ND,expect_inc_loss,wk5_6,asian,0.141527719,0.101624943,0.199184889,-0.05765717,0.340712608,state,0
ND,expect_inc_loss,wk5_6,black,0.326358569,0.125866654,0.246698642,0.079659928,0.573057211,state,0
ND,expect_inc_loss,wk5_6,hispanic,0.389784443,0.12438686,0.243798247,0.145986197,0.63358269,state,0
ND,expect_inc_loss,wk5_6,other,0.273444477,0.074989119,0.146978674,0.126465803,0.42042315,state,0
ND,expect_inc_loss,wk5_6,white,0.16525248,0.014706082,0.028823921,0.136428558,0.194076401,state,0
NE,expect_inc_loss,wk5_6,asian,0.295984214,0.116877495,0.229079889,0.066904324,0.525064103,state,0
NE,expect_inc_loss,wk5_6,black,0.303239023,0.103411211,0.202685973,0.10055305,0.505924996,state,0
NE,expect_inc_loss,wk5_6,hispanic,0.366311575,0.055653666,0.109081185,0.25723039,0.47539276,state,1
NE,expect_inc_loss,wk5_6,other,0.503532346,0.100169164,0.196331562,0.307200785,0.699863908,state,1
NE,expect_inc_loss,wk5_6,white,0.206900398,0.015364441,0.030114304,0.176786094,0.237014702,state,0
NH,expect_inc_loss,wk5_6,asian,0.345842829,0.094668121,0.185549517,0.160293312,0.531392346,state,0
NH,expect_inc_loss,wk5_6,black,0.420593417,0.157350794,0.308407556,0.112185861,0.729000973,state,0
NH,expect_inc_loss,wk5_6,hispanic,0.507720857,0.095210795,0.186613159,0.321107698,0.694334017,state,1
NH,expect_inc_loss,wk5_6,other,0.237368909,0.06301963,0.123518475,0.113850434,0.360887384,state,0
NH,expect_inc_loss,wk5_6,white,0.258965244,0.018350982,0.035967926,0.222997319,0.29493317,state,0
NJ,expect_inc_loss,wk5_6,asian,0.351818948,0.052155973,0.102225707,0.249593241,0.454044655,state,0
NJ,expect_inc_loss,wk5_6,black,0.517982331,0.056348334,0.110442734,0.407539597,0.628425065,state,1
NJ,expect_inc_loss,wk5_6,hispanic,0.478791037,0.049619579,0.097254374,0.381536662,0.576045411,state,0
NJ,expect_inc_loss,wk5_6,other,0.263151289,0.092205139,0.180722073,0.082429216,0.443873361,state,0
NJ,expect_inc_loss,wk5_6,white,0.330505285,0.021211423,0.041574389,0.288930896,0.372079675,state,1
NM,expect_inc_loss,wk5_6,asian,0.780242403,0.127507292,0.249914291,0.530328111,1.030156694,state,1
NM,expect_inc_loss,wk5_6,black,0.22680999,0.091553067,0.179444012,0.047365978,0.406254003,state,0
NM,expect_inc_loss,wk5_6,hispanic,0.306884134,0.028216691,0.055304715,0.251579419,0.362188849,state,0
NM,expect_inc_loss,wk5_6,other,0.323642355,0.057320046,0.11234729,0.211295065,0.435989644,state,0
NM,expect_inc_loss,wk5_6,white,0.228949461,0.021158669,0.041470991,0.18747847,0.270420452,state,1
NV,expect_inc_loss,wk5_6,asian,0.590359901,0.052236835,0.102384197,0.487975704,0.692744099,state,1
NV,expect_inc_loss,wk5_6,black,0.564529599,0.061238821,0.12002809,0.44450151,0.684557689,state,1
NV,expect_inc_loss,wk5_6,hispanic,0.59880317,0.036609731,0.071755073,0.527048097,0.670558243,state,1
NV,expect_inc_loss,wk5_6,other,0.366296637,0.079376291,0.155577531,0.210719106,0.521874168,state,0
NV,expect_inc_loss,wk5_6,white,0.288801452,0.019273623,0.037776301,0.25102515,0.326577753,state,1
NY,expect_inc_loss,wk5_6,asian,0.49902131,0.050425399,0.098833781,0.400187528,0.597855091,state,1
NY,expect_inc_loss,wk5_6,black,0.298417716,0.04260188,0.083499684,0.214918031,0.3819174,state,1
NY,expect_inc_loss,wk5_6,hispanic,0.591165127,0.040685855,0.079744277,0.51142085,0.670909403,state,1
NY,expect_inc_loss,wk5_6,other,0.446241738,0.079892774,0.156589837,0.289651901,0.602831575,state,0
NY,expect_inc_loss,wk5_6,white,0.335320308,0.01926402,0.037757479,0.297562828,0.373077787,state,1
OH,expect_inc_loss,wk5_6,asian,0.279879047,0.156557453,0.306852607,-0.02697356,0.586731655,state,0
OH,expect_inc_loss,wk5_6,black,0.444164863,0.051802122,0.101532159,0.342632704,0.545697023,state,1
OH,expect_inc_loss,wk5_6,hispanic,0.238037156,0.075653595,0.148281046,0.08975611,0.386318202,state,0
OH,expect_inc_loss,wk5_6,other,0.293359712,0.092342677,0.180991648,0.112368064,0.47435136,state,0
OH,expect_inc_loss,wk5_6,white,0.242670803,0.019185695,0.037603963,0.20506684,0.280274765,state,0
OK,expect_inc_loss,wk5_6,asian,0.453667726,0.143951415,0.282144773,0.171522953,0.735812499,state,0
OK,expect_inc_loss,wk5_6,black,0.369673934,0.071505365,0.140150516,0.229523418,0.50982445,state,0
OK,expect_inc_loss,wk5_6,hispanic,0.464241795,0.08210156,0.160919058,0.303322737,0.625160853,state,1
OK,expect_inc_loss,wk5_6,other,0.285474667,0.039312634,0.077052763,0.208421904,0.36252743,state,0
OK,expect_inc_loss,wk5_6,white,0.240167411,0.012507133,0.024513981,0.21565343,0.264681393,state,1
OR,expect_inc_loss,wk5_6,asian,0.457729381,0.076705588,0.150342953,0.307386428,0.608072334,state,0
OR,expect_inc_loss,wk5_6,black,0.426422225,0.1309355,0.25663358,0.169788646,0.683055805,state,0
OR,expect_inc_loss,wk5_6,hispanic,0.457918106,0.052074232,0.102065494,0.355852612,0.5599836,state,1
OR,expect_inc_loss,wk5_6,other,0.316587747,0.048894467,0.095833155,0.220754592,0.412420903,state,0
OR,expect_inc_loss,wk5_6,white,0.332845893,0.014085256,0.027607102,0.305238791,0.360452996,state,0
PA,expect_inc_loss,wk5_6,asian,0.387947885,0.067164215,0.131641861,0.256306024,0.519589746,state,0
PA,expect_inc_loss,wk5_6,black,0.358894712,0.046470323,0.091081834,0.267812878,0.449976546,state,0
PA,expect_inc_loss,wk5_6,hispanic,0.433023056,0.049413261,0.096849991,0.336173065,0.529873047,state,1
PA,expect_inc_loss,wk5_6,other,0.370525129,0.097849645,0.191785305,0.178739824,0.562310434,state,0
PA,expect_inc_loss,wk5_6,white,0.263269225,0.016062318,0.031482143,0.231787081,0.294751368,state,0
RI,expect_inc_loss,wk5_6,asian,0.321250994,0.093384495,0.183033609,0.138217385,0.504284603,state,0
RI,expect_inc_loss,wk5_6,black,0.466775825,0.153453781,0.300769411,0.166006414,0.767545237,state,0
RI,expect_inc_loss,wk5_6,hispanic,0.44922747,0.047978156,0.094037187,0.355190284,0.543264657,state,1
RI,expect_inc_loss,wk5_6,other,0.386821952,0.076183598,0.149319852,0.2375021,0.536141804,state,0
RI,expect_inc_loss,wk5_6,white,0.273294864,0.018572421,0.036401944,0.23689292,0.309696808,state,0
SC,expect_inc_loss,wk5_6,asian,0.400494107,0.10910274,0.21384137,0.186652737,0.614335477,state,0
SC,expect_inc_loss,wk5_6,black,0.336023725,0.040928674,0.080220201,0.255803524,0.416243925,state,0
SC,expect_inc_loss,wk5_6,hispanic,0.351770259,0.071128968,0.139412776,0.212357482,0.491183035,state,0
SC,expect_inc_loss,wk5_6,other,0.236643102,0.10153889,0.199016224,0.037626879,0.435659326,state,0
SC,expect_inc_loss,wk5_6,white,0.279679503,0.020807672,0.040783038,0.238896465,0.320462541,state,0
SD,expect_inc_loss,wk5_6,asian,0.044930037,0.050306876,0.098601476,-0.053671439,0.143531513,state,1
SD,expect_inc_loss,wk5_6,black,0.223975369,0.156428629,0.306600114,-0.082624744,0.530575483,state,0
SD,expect_inc_loss,wk5_6,hispanic,0.51360444,0.156947624,0.307617343,0.205987098,0.821221783,state,0
SD,expect_inc_loss,wk5_6,other,0.445098076,0.083495436,0.163651055,0.281447021,0.608749131,state,1
SD,expect_inc_loss,wk5_6,white,0.204129014,0.016795773,0.032919716,0.171209299,0.23704873,state,0
TN,expect_inc_loss,wk5_6,asian,0.471774278,0.196676126,0.385485206,0.086289072,0.857259484,state,0
TN,expect_inc_loss,wk5_6,black,0.435978796,0.039768573,0.077946402,0.358032394,0.513925199,state,1
TN,expect_inc_loss,wk5_6,hispanic,0.475058937,0.058407936,0.114479555,0.360579382,0.589538491,state,1
TN,expect_inc_loss,wk5_6,other,0.317898406,0.089560431,0.175538444,0.142359962,0.49343685,state,0
TN,expect_inc_loss,wk5_6,white,0.258196951,0.013864083,0.027173602,0.231023349,0.285370553,state,1
TX,expect_inc_loss,wk5_6,asian,0.287657434,0.043759444,0.085768511,0.201888923,0.373425944,state,0
TX,expect_inc_loss,wk5_6,black,0.406785426,0.028449028,0.055760094,0.351025332,0.46254552,state,0
TX,expect_inc_loss,wk5_6,hispanic,0.495515948,0.024906057,0.048815871,0.446700076,0.544331819,state,1
TX,expect_inc_loss,wk5_6,other,0.402746935,0.059760418,0.11713042,0.285616515,0.519877355,state,0
TX,expect_inc_loss,wk5_6,white,0.24860783,0.010777129,0.021123174,0.227484657,0.269731004,state,1
UT,expect_inc_loss,wk5_6,asian,0.364411563,0.114633118,0.224680912,0.139730651,0.589092475,state,0
UT,expect_inc_loss,wk5_6,black,0.243216299,0.163732644,0.320915982,-0.077699682,0.564132281,state,0
UT,expect_inc_loss,wk5_6,hispanic,0.283830835,0.034361715,0.067348962,0.216481872,0.351179797,state,0
UT,expect_inc_loss,wk5_6,other,0.173030926,0.050627736,0.099230363,0.073800563,0.272261288,state,0
UT,expect_inc_loss,wk5_6,white,0.205107587,0.013480223,0.026421237,0.17868635,0.231528823,state,0
VA,expect_inc_loss,wk5_6,asian,0.313849666,0.04730592,0.092719603,0.221130063,0.406569269,state,0
VA,expect_inc_loss,wk5_6,black,0.273437288,0.035493034,0.069566346,0.203870942,0.343003634,state,0
VA,expect_inc_loss,wk5_6,hispanic,0.400204739,0.055241006,0.108272372,0.291932367,0.508477112,state,1
VA,expect_inc_loss,wk5_6,other,0.214509629,0.060462222,0.118505954,0.096003675,0.333015583,state,0
VA,expect_inc_loss,wk5_6,white,0.20251343,0.013836479,0.027119499,0.175393932,0.229632929,state,1
VT,expect_inc_loss,wk5_6,asian,0.550782152,0.103290657,0.202449688,0.348332465,0.75323184,state,1
VT,expect_inc_loss,wk5_6,black,0.157655338,0.087330597,0.171167969,-0.013512631,0.328823307,state,0
VT,expect_inc_loss,wk5_6,hispanic,0.334192624,0.108775479,0.213199938,0.120992686,0.547392563,state,0
VT,expect_inc_loss,wk5_6,other,0.528874917,0.151168123,0.296289522,0.232585395,0.825164439,state,0
VT,expect_inc_loss,wk5_6,white,0.250353414,0.019371545,0.037968229,0.212385185,0.288321643,state,0
WA,expect_inc_loss,wk5_6,asian,0.419795694,0.045910255,0.0899841,0.329811594,0.509779795,state,1
WA,expect_inc_loss,wk5_6,black,0.253140468,0.058479431,0.114619685,0.138520784,0.367760153,state,0
WA,expect_inc_loss,wk5_6,hispanic,0.416277601,0.041114303,0.080584034,0.335693568,0.496861635,state,1
WA,expect_inc_loss,wk5_6,other,0.408213835,0.07783429,0.152555209,0.255658626,0.560769044,state,0
WA,expect_inc_loss,wk5_6,white,0.265739739,0.01656406,0.032465557,0.233274182,0.298205296,state,0
WI,expect_inc_loss,wk5_6,asian,0.281027634,0.13352857,0.261715997,0.019311637,0.542743631,state,0
WI,expect_inc_loss,wk5_6,black,0.460369471,0.076442148,0.149826611,0.31054286,0.610196081,state,1
WI,expect_inc_loss,wk5_6,hispanic,0.397060504,0.066060659,0.129478892,0.267581612,0.526539396,state,1
WI,expect_inc_loss,wk5_6,other,0.42636941,0.109397567,0.214419232,0.211950178,0.640788641,state,0
WI,expect_inc_loss,wk5_6,white,0.202467345,0.011724698,0.022980409,0.179486936,0.225447753,state,0
WV,expect_inc_loss,wk5_6,asian,0.388210696,0.145596328,0.285368803,0.102841893,0.6735795,state,0
WV,expect_inc_loss,wk5_6,black,0.130686222,0.054546477,0.106911095,0.023775127,0.237597317,state,1
WV,expect_inc_loss,wk5_6,hispanic,0.216326714,0.069910697,0.137024966,0.079301747,0.35335168,state,0
WV,expect_inc_loss,wk5_6,other,0.292423983,0.10228093,0.200470622,0.09195336,0.492894605,state,0
WV,expect_inc_loss,wk5_6,white,0.24599515,0.02038226,0.039949229,0.206045921,0.28594438,state,0
WY,expect_inc_loss,wk5_6,asian,0.056510166,0.07770494,0.152301683,-0.095791517,0.20881185,state,1
WY,expect_inc_loss,wk5_6,black,0.62633131,0.261352988,0.512251856,0.114079454,1.138583166,state,0
WY,expect_inc_loss,wk5_6,hispanic,0.290366184,0.051688803,0.101310055,0.189056129,0.391676238,state,0
WY,expect_inc_loss,wk5_6,other,0.15727096,0.059169974,0.11597315,0.041297811,0.27324411,state,0
